sentence_id	token	gold_modal	head
12	foreign	O	O
12	financing	O	O
12	for	O	O
12	the	O	O
12	government	O	O
12	's	O	O
12	accounts	O	O
12	.	O	O

13	``	O	O
13	``	O	O
13	I	O	O
13	think	O	O
13	there	O	O
13	must	S-priority	O
13	be	O	O
13	reasonable	S-priority	O
13	things	O	S-TARGET
13	''	O	O
13	in	O	S-TARGET
13	the	O	O
13	agreement	O	O
13	the	O	O
13	country	O	O
13	reaches	O	O
13	with	O	O
13	the	O	O
13	IMF	O	O
13	,	O	O
13	Diaz	O	O
13	Bancalari	O	O
13	said	O	O
13	,	O	O
13	and	O	O
13	then	O	O
13	he	O	O
13	asserted	O	O
13	that	O	O
13	``	O	O
13	Argentina	O	O
13	is	O	O
13	a	O	O
13	country	O	O
13	in	O	O
13	which	O	O
13	one	O	O
13	can	S-plausibility	O
13	do	O	S-TARGET
13	good	S-plausibility	O
13	business	O	S-TARGET
13	,	O	O
13	but	O	O
13	what	O	O
13	they	O	O
13	must	S-priority	O
13	know	O	O
13	is	O	S-TARGET
13	that	O	O
13	there	O	O
13	is	O	O
13	no	O	O
13	more	O	O
13	room	O	O
13	for	O	O
13	shady	S-priority	O
13	deals	O	O
13	.	O	O

14	``	O	O
14	``	O	O
14	All	O	O
14	the	O	O
14	governments	O	O
14	are	O	O
14	saying	O	O
14	that	O	O
14	Argentina	O	O
14	has	B-priority	O
14	to	E-priority	O
14	make	O	S-TARGET
14	arrangements	O	O
14	first	O	O
14	with	O	O
14	the	O	O
14	IMF	O	O
14	before	O	O
14	receiving	O	O
14	any	O	O
14	kind	O	O
14	of	O	O
14	aid	O	O
14	,	O	O
14	and	O	O
14	they	O	O
14	know	O	O
14	perfectly	O	O
14	well	O	O
14	that	O	O
14	they	O	O
14	are	O	O
14	asking	O	O
14	us	O	O
14	to	O	O
14	put	O	O
14	450,000	O	O
14	fellow	O	O
14	citizens	O	O
14	out	O	O
14	of	O	O
14	work	O	O
14	,	O	O
14	and	O	O
14	that	O	S-TARGET
14	is	O	O
14	only	O	O
14	possible	S-plausibility	O
14	with	O	O
14	a	O	O
14	military	O	O
14	government	O	O
14	,	O	O
14	''	O	O
14	he	O	O
14	asserted	O	O
14	.	O	O

15	Regarding	O	O
15	the	O	O
15	draft	O	O
15	law	S-priority	O
15	from	O	O
15	the	O	O
15	executive	O	O
15	branch	O	O
15	on	O	O
15	swapping	O	O
15	bonds	O	O
15	for	O	O
15	fixed-term	O	S-TARGET
15	deposits	O	O
15	,	O	O
15	he	O	O
15	believes	O	O
15	that	O	O
15	if	O	O
15	the	O	O
15	Senate	O	O
15	``	O	O
15	debates	O	O
15	and	O	O
15	approves	O	O
15	it	O	O
15	today	O	O
15	''	O	O
15	the	O	O
15	deputies	O	O
15	can	S-plausibility	O
15	``	O	O
15	debate	O	S-TARGET
15	the	O	O
15	issue	O	O
15	tomorrow	O	O
15	and	O	O
15	pass	O	O
15	it	O	O
15	,	O	O
15	so	O	O
15	that	O	O
15	on	O	O
15	Wednesday	O	O
15	[	O	O
15	24	O	O
15	April	O	O
15	]	O	O
15	the	O	O
15	financial	O	O
15	system	O	O
15	would	S-plausibility	O
15	be	O	O
15	open	O	S-TARGET
15	.	O	O

16	``	O	O
16	Although	O	O
16	he	O	O
16	confirmed	O	O
16	the	O	O
16	PJ	O	O
16	bloc	O	O
16	's	O	O
16	support	O	O
16	for	O	O
16	the	O	O
16	work	O	O
16	of	O	O
16	President	O	O
16	[	O	O
16	Eduardo	O	O
16	]	O	O
16	Duhalde	O	O
16	,	O	O
16	Diaz	O	O
16	Bancalari	O	O
16	expressed	O	O
16	his	O	O
16	surprise	O	O
16	at	O	O
16	``	O	O
16	the	O	O
16	statements	O	O
16	by	O	O
16	some	O	O
16	government	O	O
16	officials	O	O
16	in	O	O
16	which	O	O
16	they	O	O
16	want	O	O
16	to	O	O
16	make	O	O
16	it	O	O
16	seem	O	O
16	that	O	O
16	there	O	O
16	is	O	O
16	no	O	O
16	will	S-priority	O
16	to	O	O
16	discuss	O	S-TARGET
16	it	O	O
16	in	O	O
16	our	O	O
16	circles	O	O
16	.	O	O

17	``	O	O
17	However	O	O
17	,	O	O
17	he	O	O
17	clarified	O	O
17	that	O	O
17	the	O	O
17	willingness	S-priority	O
17	to	O	O
17	deal	O	S-TARGET
17	quickly	O	O
17	with	O	O
17	the	O	O
17	draft	O	O
17	law	O	O
17	``	O	O
17	does	O	O
17	not	O	O
17	mean	O	O
17	a	O	O
17	desire	S-priority	O
17	to	O	O
17	approve	O	S-TARGET
17	it	O	O
17	,	O	O
17	because	O	O
17	discussing	O	S-TARGET
17	it	O	O
17	in	O	O
17	the	O	O
17	abstract	O	O
17	is	O	O
17	not	O	O
17	very	O	O
17	responsible	S-priority	O
17	.	O	O

18	``	O	O
18	The	O	O
18	deputy	O	O
18	stressed	O	O
18	the	O	O
18	value	O	O
18	of	O	O
18	the	O	O
18	bonds	O	O
18	the	O	O
18	government	O	O
18	will	O	O
18	issue	O	O
18	for	O	O
18	the	O	O
18	depositors	O	O
18	,	O	O
18	asking	O	O
18	who	O	O
18	would	S-plausibility	O
18	want	O	S-TARGET
18	``	O	O
18	certificates	O	O
18	of	O	O
18	deposit	O	O
18	in	O	O
18	bankrupt	O	O
18	banks	O	O
18	''	O	O
18	and	O	O
18	saying	O	O
18	that	O	O
18	instead	O	O
18	,	O	O
18	``	O	O
18	however	O	O
18	we	O	O
18	move	O	O
18	forward	O	O
18	into	O	O
18	the	O	O
18	future	O	O
18	,	O	O
18	there	O	O
18	will	O	O
18	always	O	O
18	be	O	O
18	the	O	O
18	state	O	O
18	's	O	O
18	legal	S-priority	O
18	continuity	O	S-TARGET
18	backing	O	O
18	the	O	O
18	obligation	O	O
18	.	O	O

19	TAIPEI	O	O
19	,	O	O
19	Feb	O	O
19	21	O	O
19	(	O	O
19	AFP	O	O
19	)	O	O
19	-	O	O
19	Taiwan	O	O
19	Foreign	O	O
19	Minister	O	O
19	Eugene	O	O
19	Chien	O	O
19	on	O	O
19	Thursday	O	O
19	hailed	O	O
19	US	O	O
19	President	O	O
19	George	O	O
19	W.	O	O
19	Bush	O	O
19	for	O	O
19	not	O	O
19	trading	O	O
19	away	O	O
19	the	O	O
19	island	O	O
19	's	O	O
19	interests	O	O
19	to	O	O
19	Beijing	O	O
19	.	O	O

20	Chien	O	O
20	said	O	O
20	the	O	O
20	closed-door	O	O
20	meeting	O	O
20	between	O	O
20	Bush	O	O
20	and	O	O
20	his	O	O
20	Chinese	O	O
20	counterpart	O	O
20	Jiang	O	O
20	Zemin	O	O
20	suggested	O	O
20	there	O	O
20	remained	O	O
20	differences	O	O
20	to	O	O
20	be	O	O
20	tackled	O	O
20	.	O	O

21	Taiwan	O	O
21	's	O	O
21	foreign	O	O
21	ministry	O	O
21	spokeswoman	O	O
21	had	O	O
21	said	O	O
21	ahead	O	O
21	of	O	O
21	Bush	O	O
21	's	O	O
21	departure	O	O
21	for	O	O
21	Asia	O	O
21	that	O	O
21	Washington	O	O
21	had	O	O
21	assured	O	O
21	Taipei	O	O
21	its	O	O
21	interests	O	O
21	would	S-plausibility	O
21	not	O	O
21	be	O	O
21	harmed	O	S-TARGET
21	.	O	O

22	Taiwan	O	O
22	's	O	O
22	foreign	O	O
22	ministry	O	O
22	has	O	O
22	set	O	O
22	up	O	O
22	an	O	O
22	ad	O	O
22	hoc	O	O
22	group	O	O
22	to	B-priority	O
22	monitor	E-priority	O
22	the	O	O
22	trip	O	O
22	around-the-clock	O	S-TARGET
22	and	O	O
22	report	O	O
22	to	O	O
22	President	O	O
22	Chen	O	O
22	Shui-bian	O	O
22	.	O	O

23	Taipei	O	O
23	's	O	O
23	de	O	O
23	facto	O	O
23	embassy	O	O
23	in	O	O
23	Washington	O	O
23	has	O	O
23	been	O	O
23	given	O	O
23	a	O	O
23	similar	O	O
23	task	O	O
23	.	O	O

24	Chien	O	O
24	said	O	O
24	he	O	O
24	also	O	O
24	hoped	O	O
24	``	O	O
24	Washington	O	O
24	will	O	O
24	continue	O	O
24	to	B-priority	O
24	enhance	E-priority	O
24	its	O	O
24	ties	O	S-TARGET
24	with	O	O
24	Taipei	O	O
24	while	O	O
24	seeking	O	O
24	to	B-priority	O
24	mend	E-priority	O
24	fences	O	O
24	with	O	S-TARGET
24	Beijing	O	O
24	.	O	O

25	``	O	O
25	The	O	O
25	position	O	O
25	of	O	O
25	my	O	O
25	government	O	O
25	has	O	O
25	not	O	O
25	changed	O	O
25	over	O	O
25	the	O	O
25	years	O	O
25	,	O	O
25	''	O	O
25	Bush	O	O
25	said	O	O
25	.	O	O

26	``	O	O
26	We	O	O
26	believe	O	O
26	in	O	O
26	the	O	O
26	peaceful	S-plausibility	O
26	settlement	O	S-TARGET
26	of	O	O
26	this	O	O
26	issue	O	O
26	.	O	O

27	``	O	O
27	Bush	O	O
27	reiterated	O	O
27	his	O	O
27	support	S-priority	O
27	for	O	S-TARGET
27	the	O	O
27	Taiwan	O	O
27	Relations	O	O
27	Act	O	O
27	,	O	O
27	under	O	O
27	which	O	O
27	the	O	O
27	United	O	O
27	States	O	O
27	is	O	O
27	committed	S-priority	O
27	to	O	O
27	providing	O	O
27	the	O	O
27	island	O	O
27	with	O	O
27	the	O	S-TARGET
27	means	S-priority	O
27	to	O	O
27	defend	O	S-TARGET
27	itself	O	O
27	.	O	O

28	Beijing	O	O
28	has	O	O
28	repeatedly	O	O
28	threatened	O	O
28	to	O	O
28	take	O	O
28	Taiwan	O	O
28	by	O	O
28	force	O	O
28	should	O	O
28	the	O	O
28	island	O	O
28	declare	O	O
28	formal	O	O
28	independence	O	O
28	.	O	O

29	In	O	O
29	a	O	O
29	speech	O	O
29	to	O	O
29	the	O	O
29	Japanese	O	O
29	Diet	O	O
29	(	O	O
29	parliament	O	O
29	)	O	O
29	on	O	O
29	Tuesday	O	O
29	,	O	O
29	Bush	O	O
29	said	O	O
29	the	O	O
29	US	O	O
29	would	S-plausibility	O
29	continue	O	O
29	to	O	S-TARGET
29	support	S-priority	S-TARGET
29	its	O	O
29	allies	O	O
29	in	O	O
29	the	O	O
29	Asia	O	O
29	Pacific	O	O
29	region	O	O
29	.	O	O

30	``	O	O
30	We	O	O
30	will	O	O
30	continue	O	O
30	to	O	O
30	show	O	O
30	American	O	O
30	power	O	O
30	and	O	O
30	purpose	O	O
30	in	O	O
30	support	S-priority	O
30	of	O	O
30	the	O	O
30	Philippines	O	O
30	...	O	S-TARGET
30	Australia	O	O
30	...	O	O
30	and	O	O
30	Thailand	O	O
30	...	O	O
30	America	O	O
30	will	O	O
30	remember	O	O
30	our	O	O
30	commitments	S-priority	O
30	to	O	S-TARGET
30	the	O	O
30	people	O	O
30	on	O	O
30	Taiwan	O	O
30	,	O	O
30	''	O	O
30	he	O	O
30	said	O	O
30	,	O	O
30	without	O	O
30	elaborating	O	O
30	.	O	O

31	Reference	O	O
31	:	O	O
31	EUP20020521000454	O	O
31	Tirana	O	O
31	ATA	O	O
31	in	O	O
31	English	O	O
31	1929	O	O
31	GMT	O	O
31	21	O	O
31	May	O	O
31	02	O	O
31	DOMESTIC	O	O
31	POLITICAL	O	O
31	LEADER	O	O
31	TIRANA	O	O
31	,	O	O
31	may	O	O
31	21	O	O
31	(	O	O
31	ATA	O	O
31	)	O	O
31	--	O	O
31	Parliamentary	O	O
31	Commission	O	O
31	on	O	O
31	Electoral	O	O
31	Reform	O	O
31	is	O	O
31	now	O	O
31	complete	O	O
31	with	O	O
31	all	O	O
31	members	O	O
31	that	O	O
31	are	S-priority	O
31	to	O	O
31	represent	O	S-TARGET
31	parliamentary	O	O
31	parties	O	O
31	.	O	O

32	Socialist	O	O
32	Party	O	O
32	will	O	O
32	be	O	O
32	represented	O	O
32	in	O	O
32	the	O	O
32	commission	O	O
32	by	O	O
32	five	O	O
32	members	O	O
32	:	O	O
32	Bashkim	O	O
32	Fino	O	O
32	,	O	O
32	Ylli	O	O
32	Bufi	O	O
32	,	O	O
32	Taulant	O	O
32	Dedja	O	O
32	,	O	O
32	Blendi	O	O
32	Klosi	O	O
32	,	O	O
32	and	O	O
32	Durim	O	O
32	Hushi	O	O
32	.	O	O

33	Democratic	O	O
33	Party	O	O
33	is	O	O
33	to	B-priority	O
33	be	E-priority	O
33	represented	O	S-TARGET
33	in	O	O
33	the	O	O
33	commission	O	O
33	by	O	O
33	2	O	O
33	members	O	O
33	,	O	O
33	Jemin	O	O
33	Gjana	O	O
33	and	O	O
33	Sokol	O	O
33	Olldashi	O	O
33	,	O	O
33	whereas	O	O
33	New	O	O
33	democratic	O	O
33	Party	O	O
33	will	O	O
33	be	O	O
33	represented	O	O
33	by	O	O
33	Nard	O	O
33	Ndoka	O	O
33	.	O	O

34	Other	O	O
34	parliamentarian	O	O
34	parties	O	O
34	will	O	O
34	have	O	O
34	their	O	O
34	representatives	O	O
34	as	O	O
34	well	O	O
34	.	O	O

35	The	O	O
35	joint	O	O
35	majority-opposition	O	O
35	commission	O	O
35	was	O	O
35	completed	O	O
35	yesterday	O	O
35	with	O	O
35	the	O	O
35	presentation	O	O
35	of	O	O
35	5	O	O
35	members	O	O
35	from	O	O
35	the	O	O
35	Socialist	O	O
35	Party	O	O
35	.	O	O

36	Soldiers	O	O
36	Unite	O	O
36	To	O	O
36	Defend	O	O
36	Camp	O	O
36	X-Ray	O	O
36	London	O	O
36	Daily	O	O
36	Telegraph	O	O
36	January	O	O
36	25	O	O
36	,	O	O
36	2002	O	O
36	Soldiers	O	O
36	Unite	O	O
36	To	O	O
36	Defend	O	O
36	Camp	O	O
36	X-Ray	O	O
36	American	O	O
36	Marines	O	O
36	are	O	O
36	bruised	O	O
36	by	O	O
36	criticism	O	O
36	of	O	O
36	their	O	O
36	treatment	O	O
36	of	O	O
36	Taliban	O	O
36	and	O	O
36	al-Qa'eda	O	O
36	prisoners	O	O
36	,	O	O
36	reports	O	O
36	Toby	O	O
36	Harnden	O	O
36	in	O	O
36	Guantanamo	O	O
36	Bay	O	O
36	,	O	O
36	Cuba	O	O
36	Before	O	O
36	dawn	O	O
36	,	O	O
36	the	O	O
36	prison	O	O
36	camp	O	O
36	echoes	O	O
36	to	O	O
36	the	O	O
36	voice	O	O
36	of	O	O
36	the	O	O
36	muezzin	O	O
36	as	O	O
36	the	O	O
36	Muslim	O	O
36	inmates	O	O
36	are	O	O
36	called	O	O
36	to	O	O
36	prayer	O	O
36	.	O	O

37	It	O	O
37	is	O	O
37	5.17am	O	O
37	and	O	O
37	Lieut	O	O
37	Abuhena	O	O
37	Mohammad	O	O
37	Saiful-Islam	O	O
37	of	O	O
37	the	O	O
37	US	O	O
37	navy	O	O
37	is	O	O
37	performing	O	O
37	his	O	O
37	first	O	O
37	duty	O	O
37	as	O	O
37	Camp	O	O
37	X-Ray	O	O
37	's	O	O
37	chaplin	O	O
37	and	O	O
37	imam	O	O
37	.	O	O

38	``	O	O
38	God	O	S-TARGET
38	is	O	O
38	great	S-priority	O
38	,	O	O
38	God	O	S-TARGET
38	is	O	O
38	great	S-priority	O
38	,	O	O
38	''	O	O
38	the	O	O
38	officer	O	O
38	chants	O	O
38	in	O	O
38	Arabic	O	O
38	through	O	O
38	a	O	O
38	loudspeaker	O	O
38	.	O	O

39	``	O	O
39	I	O	O
39	bear	O	O
39	witness	O	O
39	that	O	O
39	Mohammed	O	O
39	is	O	O
39	his	O	O
39	messenger	O	O
39	.	O	O

40	Come	O	O
40	to	O	O
40	pray	O	O
40	,	O	O
40	come	O	O
40	to	O	O
40	success	O	O
40	.	O	O

41	``	O	O
41	The	O	O
41	detainees	O	O
41	recite	O	O
41	the	O	O
41	Koran	O	O
41	together	O	O
41	,	O	O
41	the	O	O
41	first	O	O
41	of	O	O
41	the	O	O
41	day	O	O
41	's	O	O
41	five	O	O
41	prayer	O	O
41	sessions	O	O
41	.	O	O

42	A	O	O
42	few	O	O
42	call	O	O
42	to	O	O
42	each	O	O
42	other	O	O
42	.	O	O

43	Others	O	O
43	stand	O	O
43	or	O	O
43	pace	O	O
43	around	O	O
43	before	O	O
43	slumping	O	O
43	again	O	O
43	.	O	O

44	A	O	O
44	Humvee	O	O
44	moves	O	O
44	slowly	O	O
44	around	O	O
44	the	O	O
44	perimeter	O	O
44	as	O	O
44	US	O	O
44	Marines	O	O
44	,	O	O
44	M16	O	O
44	assault	O	O
44	rifles	O	S-TARGET
44	at	O	O
44	the	O	O
44	ready	S-priority	O
44	,	O	O
44	stand	O	O
44	guard	O	O
44	.	O	O

45	From	O	O
45	seven	O	O
45	wooden	O	O
45	watchtowers	O	O
45	,	O	O
45	guards	O	O
45	train	O	O
45	their	O	O
45	weapons	O	O
45	on	O	O
45	the	O	O
45	captured	O	O
45	Taliban	O	O
45	and	O	O
45	al-Qa'eda	O	O
45	fighters	O	O
45	,	O	O
45	who	O	O
45	are	O	O
45	clad	O	O
45	in	O	O
45	orange	O	O
45	jump	O	O
45	suits	O	O
45	.	O	O

46	One	O	O
46	man	O	O
46	is	O	O
46	moved	O	O
46	back	O	O
46	to	O	O
46	his	O	O
46	cage	O	O
46	,	O	O
46	his	O	O
46	ankles	O	O
46	and	O	O
46	wrists	O	O
46	in	O	O
46	shackles	O	O
46	.	O	O

47	Seized	O	O
47	by	O	O
47	646	O	O
47	Marines	O	O
47	in	O	O
47	whaling	O	O
47	boats	O	O
47	in	O	O
47	1898	O	O
47	during	O	O
47	the	O	O
47	Spanish-American	O	O
47	War	O	O
47	,	O	O
47	it	O	O
47	has	O	O
47	been	O	O
47	in	O	O
47	US	O	O
47	hands	O	O
47	ever	O	O
47	since	O	O
47	-	O	O
47	Gitmo	O	O
47	,	O	O
47	for	O	O
47	short	O	O
47	,	O	O
47	or	O	O
47	the	O	O
47	Pearl	O	O
47	of	O	O
47	the	O	O
47	Caribbean	O	O
47	for	O	O
47	those	O	O
47	soldiers	O	O
47	with	O	O
47	a	O	O
47	sense	O	O
47	of	O	O
47	humour	O	O
47	.	O	O

48	On	O	O
48	entering	O	O
48	Camp	O	O
48	X-Ray	O	O
48	,	O	O
48	one	O	O
48	inmate	O	O
48	vowed	O	O
48	to	O	O
48	kill	O	O
48	an	O	O
48	American	O	O
48	before	O	O
48	he	O	O
48	left	O	O
48	.	O	O

49	Another	O	O
49	detainee	O	O
49	bit	O	O
49	a	O	O
49	guard	O	O
49	trying	O	O
49	to	O	O
49	subdue	O	O
49	him	O	O
49	and	O	O
49	,	O	O
49	two	O	O
49	days	O	O
49	ago	O	O
49	,	O	O
49	another	O	O
49	spat	O	O
49	on	O	O
49	a	O	O
49	military	O	O
49	policeman	O	O
