sentence_id	token	gold_modal	head
5	,	O	O
5	because	O	O
5	of	O	O
5	its	O	O
5	repeated	O	O
5	violation	S_rules	O
5	of	O	S-TARGET
5	human	O	O
5	rights	S_rules	O
5	.	O	O

6	How	O	O
6	can	S_agent	O
6	,	O	O
6	under	O	O
6	such	O	O
6	circumstances	O	O
6	,	O	O
6	America	O	O
6	allow	S_rules	O
6	itself	O	O
6	to	O	O
6	express	O	O
6	an	O	S-TARGET
6	opinion	S_knowledge	S-TARGET
6	over	O	O
6	the	O	O
6	issue	O	O
6	of	O	O
6	human	O	O
6	rights	S_rules	O
6	in	O	O
6	other	O	O
6	countries	O	O
6	.	O	O

7	It	O	O
7	seems	O	O
7	that	O	O
7	America	O	O
7	's	O	O
7	unilateral	O	O
7	policy	O	O
7	does	O	O
7	not	O	O
7	identify	O	O
7	any	O	O
7	limits	O	O
7	for	O	O
7	itself	O	O
7	.	O	O

8	The	O	O
8	American	O	O
8	administration	O	O
8	,	O	O
8	during	O	O
8	Bush	O	O
8	's	O	O
8	presidency	O	O
8	in	O	O
8	particular	O	O
8	,	O	O
8	has	O	O
8	adopted	O	O
8	unilateral	O	O
8	policies	O	O
8	over	O	O
8	such	O	O
8	international	O	O
8	issues	O	O
8	as	O	O
8	the	O	O
8	reduction	O	O
8	of	O	O
8	strategic	S_intentional	O
8	arms	O	S-TARGET
8	,	O	O
8	environmental	O	O
8	concerns	O	O
8	including	O	O
8	the	O	O
8	Kyoto	O	O
8	protocol	O	O
8	,	O	O
8	proposal	O	O
8	to	O	O
8	set	O	O
8	up	O	O
8	an	O	O
8	international	O	O
8	criminal	O	O
8	court	O	O
8	and	O	O
8	lately	O	O
8	over	O	O
8	the	O	O
8	fight	O	O
8	against	O	O
8	terrorism	O	O
8	.	O	O

9	The	O	O
9	State	O	O
9	Department	O	O
9	's	O	O
9	current	O	O
9	expression	O	O
9	of	O	O
9	view	O	O
9	on	O	O
9	human	O	S-TARGET
9	rights	S_rules	O
9	records	O	O
9	of	O	O
9	other	O	O
9	countries	O	O
9	is	O	O
9	in	O	O
9	fact	O	O
9	the	O	O
9	continuation	O	O
9	of	O	O
9	the	O	O
9	same	O	O
9	unilateral	O	O
9	policy	O	O
9	pursued	O	O
9	by	O	O
9	the	O	O
9	American	O	O
9	administration	O	O
9	.	O	O

10	It	O	O
10	is	O	O
10	a	O	O
10	human	O	O
10	virtue	O	O
10	to	O	O
10	express	O	O
10	concern	O	O
10	on	O	O
10	human	O	S-TARGET
10	rights	S_rules	O
10	issues	O	O
10	in	O	O
10	the	O	O
10	world	O	O
10	,	O	O
10	but	O	O
10	the	O	O
10	American	O	O
10	authorities	O	O
10	-	O	O
10	after	O	O
10	massacring	O	O
10	thousands	O	O
10	of	O	O
10	innocent	S_rules	O
10	people	O	S-TARGET
10	in	O	O
10	Afghanistan	O	O
10	under	O	O
10	the	O	O
10	excuse	O	O
10	of	O	O
10	fighting	O	O
10	terrorism	O	O
10	which	O	O
10	is	O	O
10	still	O	O
10	continuing	O	O
10	-	O	O
10	can	S_world	O
10	not	O	O
10	expect	O	S-TARGET
10	the	O	O
10	people	O	O
10	of	O	O
10	the	O	O
10	world	O	O
10	to	O	O
10	take	O	O
10	seriously	O	O
10	the	O	O
10	annual	O	O
10	report	O	O
10	issued	O	O
10	by	O	O
10	their	O	O
10	Department	O	O
10	of	O	O
10	State	O	O
10	on	O	O
10	human	O	O
10	rights	S_rules	O
10	.	O	O

11	They	O	O
11	can	S_agent	O
11	not	O	O
11	,	O	O
11	therefore	O	O
11	,	O	O
11	blame	O	S-TARGET
11	the	O	O
11	world	O	O
11	for	O	O
11	viewing	O	O
11	such	O	O
11	reports	O	O
11	as	O	O
11	a	O	O
11	tool	O	O
11	to	O	O
11	advance	O	O
11	America	O	O
11	's	O	O
11	foreign	O	O
11	policy	O	O
11	.	O	O

12	Buenos	O	O
12	Aires	O	O
12	,	O	O
12	22	O	O
12	April	O	O
12	(	O	O
12	Telam	O	O
12	)	O	O
12	--	O	O
12	Justicialist	O	O
12	Deputy	O	O
12	Jose	O	O
12	Manuel	O	O
12	Diaz	O	O
12	Bancalari	O	O
12	said	O	O
12	today	O	O
12	that	O	O
12	the	O	O
12	IMF	O	O
12	``	O	O
12	is	O	O
12	seeking	O	O
12	to	O	O
12	create	O	O
12	an	O	O
12	uncontrollable	O	O
12	social	O	O
12	situation	O	O
12	''	O	O
12	with	O	O
12	the	O	O
12	demands	O	O
12	it	O	O
12	has	O	O
12	made	O	O
12	of	O	O
12	the	O	O
12	government	O	O
12	and	O	O
12	,	O	O
12	on	O	O
12	the	O	O
12	other	O	O
12	hand	O	O
12	,	O	O
12	he	O	O
12	confirmed	O	O
12	the	O	O
12	PJ	O	O
12	[	O	O
12	Justicialist	O	O
12	Party	O	O
12	]	O	O
12	bloc	O	O
12	's	O	O
12	willingness	O	O
12	to	O	O
12	support	O	O
12	approval	S_rules	O
12	of	O	O
12	the	O	O
12	draft	O	O
12	law	O	O
12	on	O	S-TARGET
12	bonds	O	O
12	submitted	O	O
12	by	O	O
12	the	O	O
12	executive	O	O
12	branch	O	O
12	.	O	O

13	``	O	O
13	It	O	O
13	seems	O	O
13	as	O	O
13	if	O	O
13	they	O	O
13	are	O	O
13	seeking	O	O
13	to	O	O
13	create	O	O
13	an	O	O
13	uncontrollable	O	O
13	social	O	O
13	situation	O	O
13	,	O	O
13	''	O	O
13	the	O	O
13	legislator	O	O
13	stated	O	O
13	this	O	O
13	morning	O	O
13	,	O	O
13	referring	O	O
13	to	O	O
13	the	O	O
13	demands	O	O
13	presented	O	O
13	by	O	O
13	the	O	O
13	IMF	O	O
13	to	O	O
13	the	O	O
13	country	O	O
13	for	O	O
13	reaching	O	O
13	a	O	O
13	new	O	O
13	agreement	O	O
13	that	O	O
13	would	S_world	O
13	bring	O	S-TARGET
13	in	O	O
13	foreign	O	O
13	financing	O	O
13	for	O	O
13	the	O	O
13	government	O	O
13	's	O	O
13	accounts	O	O
13	.	O	O

14	Analyzing	O	O
14	the	O	O
14	IMF	O	O
14	's	O	O
14	responsibility	O	O
14	in	O	O
14	the	O	O
14	complex	O	O
14	crisis	O	O
14	the	O	O
14	country	O	O
14	is	O	O
14	experiencing	O	O
14	,	O	O
14	Diaz	O	O
14	Bancalari	O	O
14	stated	O	O
14	his	O	O
14	impression	O	O
14	that	O	O
14	``	O	O
14	the	O	O
14	IMF	O	O
14	members	O	O
14	want	O	O
14	more	O	O
14	money	O	O
14	for	O	O
14	themselves	O	O
14	,	O	O
14	''	O	O
14	without	O	O
14	admitting	O	O
14	``	O	O
14	any	O	O
14	degree	O	O
14	of	O	O
14	co-responsibility	O	O
14	their	O	O
14	managers	O	O
14	have	O	O
14	had	O	O
14	in	O	O
14	the	O	O
14	things	O	O
14	that	O	O
14	have	O	O
14	happened	O	O
14	in	O	O
14	Argentina	O	O
14	.	O	O


16	``	O	O
16	At	O	O
16	the	O	O
16	same	O	O
16	time	O	O
16	,	O	O
16	he	O	O
16	admitted	O	O
16	the	O	O
16	political	O	O
16	leadership	O	O
16	's	O	O
16	``	O	O
16	own	O	O
16	mistakes	O	O
16	''	O	O
16	and	O	O
16	those	O	O
16	of	O	O
16	his	O	O
16	party	O	O
16	in	O	O
16	particular	O	O
16	,	O	O
16	acknowledging	O	O
16	the	O	O
16	existence	O	O
16	of	O	O
16	a	O	O
16	``	O	O
16	certain	O	O
16	political	O	O
16	vision	O	O
16	that	O	O
16	is	O	O
16	infiltrating	O	O
16	Peronism	O	O
16	,	O	O
16	which	O	O
16	is	O	O
16	a	O	O
16	liberal	O	O
16	vision	O	O
16	.	O	O

17	``	O	O
17	``	O	O
17	All	O	O
17	the	O	O
17	governments	O	O
17	are	O	O
17	saying	O	O
17	that	O	O
17	Argentina	O	O
17	has	B_rules	O
17	to	E_rules	O
17	make	O	S-TARGET
17	arrangements	O	O
17	first	O	O
17	with	O	O
17	the	O	O
17	IMF	O	O
17	before	O	O
17	receiving	O	O
17	any	O	O
17	kind	O	O
17	of	O	O
17	aid	O	O
17	,	O	O
17	and	O	O
17	they	O	O
17	know	O	O
17	perfectly	O	O
17	well	O	O
17	that	O	O
17	they	O	O
17	are	O	O
17	asking	O	O
17	us	O	O
17	to	O	O
17	put	O	O
17	450,000	O	O
17	fellow	O	O
17	citizens	O	O
17	out	O	O
17	of	O	O
17	work	O	O
17	,	O	O
17	and	O	O
17	that	O	S-TARGET
17	is	O	O
17	only	O	O
17	possible	S_world	O
17	with	O	O
17	a	O	O
17	military	O	O
17	government	O	O
17	,	O	O
17	''	O	O
17	he	O	O
17	asserted	O	O
17	.	O	O

18	``	O	O
18	Although	O	O
18	he	O	O
18	confirmed	O	O
18	the	O	O
18	PJ	O	O
18	bloc	O	O
18	's	O	O
18	support	O	O
18	for	O	O
18	the	O	O
18	work	O	O
18	of	O	O
18	President	O	O
18	[	O	O
18	Eduardo	O	O
18	]	O	O
18	Duhalde	O	O
18	,	O	O
18	Diaz	O	O
18	Bancalari	O	O
18	expressed	O	O
18	his	O	O
18	surprise	O	O
18	at	O	O
18	``	O	O
18	the	O	O
18	statements	O	O
18	by	O	O
18	some	O	O
18	government	O	O
18	officials	O	O
18	in	O	O
18	which	O	O
18	they	O	O
18	want	O	O
18	to	O	O
18	make	O	O
18	it	O	O
18	seem	O	O
18	that	O	O
18	there	O	O
18	is	O	O
18	no	O	O
18	will	S_intentional	O
18	to	O	O
18	discuss	O	S-TARGET
18	it	O	O
18	in	O	O
18	our	O	O
18	circles	O	O
18	.	O	O

19	TAIPEI	O	O
19	,	O	O
19	Feb	O	O
19	21	O	O
19	(	O	O
19	AFP	O	O
19	)	O	O
19	-	O	O
19	Taiwan	O	O
19	Foreign	O	O
19	Minister	O	O
19	Eugene	O	O
19	Chien	O	O
19	on	O	O
19	Thursday	O	O
19	hailed	O	O
19	US	O	O
19	President	O	O
19	George	O	O
19	W.	O	O
19	Bush	O	O
19	for	O	O
19	not	O	O
19	trading	O	O
19	away	O	O
19	the	O	O
19	island	O	O
19	's	O	O
19	interests	O	O
19	to	O	O
19	Beijing	O	O
19	.	O	O

20	Chien	O	O
20	said	O	O
20	the	O	O
20	closed-door	O	O
20	meeting	O	O
20	between	O	O
20	Bush	O	O
20	and	O	O
20	his	O	O
20	Chinese	O	O
20	counterpart	O	O
20	Jiang	O	O
20	Zemin	O	O
20	suggested	O	O
20	there	O	O
20	remained	O	O
20	differences	O	O
20	to	O	O
20	be	O	O
20	tackled	O	O
20	.	O	O

21	As	O	O
21	to	O	O
21	the	O	O
21	Taiwan	O	O
21	issue	O	O
21	,	O	O
21	Chien	O	O
21	said	O	O
21	:	O	O
21	``	O	O
21	The	O	O
21	press	O	O
21	conference	O	O
21	showed	O	O
21	the	O	O
21	result	S_world	O
21	of	O	S-TARGET
21	the	O	O
21	discussions	O	O
21	entirely	O	O
21	match	O	O
21	our	O	O
21	forecast	O	O
21	...	O	O
21	''	O	O
21	Chien	O	O
21	voiced	O	O
21	his	O	O
21	gratitude	O	O
21	to	O	O
21	Bush	O	O
21	for	O	O
21	``	O	O
21	having	O	O
21	honored	O	O
21	his	O	O
21	commitment	O	O
21	''	O	O
21	he	O	O
21	pledged	O	O
21	to	O	O
21	Taipei	O	O
21	before	O	O
21	his	O	O
21	Asian	O	O
21	trip	O	O
21	,	O	O
21	which	O	O
21	also	O	O
21	took	O	O
21	him	O	O
21	to	O	O
21	Japan	O	O
21	and	O	O
21	South	O	O
21	Korea	O	O
21	.	O	O

22	Taiwan	O	O
22	's	O	O
22	foreign	O	O
22	ministry	O	O
22	spokeswoman	O	O
22	had	O	O
22	said	O	O
22	ahead	O	O
22	of	O	O
22	Bush	O	O
22	's	O	O
22	departure	O	O
22	for	O	O
22	Asia	O	O
22	that	O	O
22	Washington	O	O
22	had	O	O
22	assured	O	O
22	Taipei	O	O
22	its	O	O
22	interests	O	O
22	would	S_world	O
22	not	O	O
22	be	O	O
22	harmed	O	S-TARGET
22	.	O	O

23	Taiwan	O	O
23	's	O	O
23	foreign	O	O
23	ministry	O	O
23	has	O	O
23	set	O	O
23	up	O	O
23	an	O	O
23	ad	O	O
23	hoc	O	O
23	group	O	O
23	to	B_intentional	O
23	monitor	E_intentional	O
23	the	O	O
23	trip	O	O
23	around-the-clock	O	S-TARGET
23	and	O	O
23	report	O	O
23	to	O	O
23	President	O	O
23	Chen	O	O
23	Shui-bian	O	O
23	.	O	O

24	Taipei	O	O
24	's	O	O
24	de	O	O
24	facto	O	O
24	embassy	O	O
24	in	O	O
24	Washington	O	O
24	has	O	O
24	been	O	O
24	given	O	O
24	a	O	O
24	similar	O	O
24	task	O	O
24	.	O	O

25	Chien	O	O
25	said	O	O
25	he	O	O
25	also	O	O
25	hoped	O	O
25	``	O	O
25	Washington	O	O
25	will	O	O
25	continue	O	O
25	to	B_intentional	O
25	enhance	E_intentional	O
25	its	O	O
25	ties	O	S-TARGET
25	with	O	O
25	Taipei	O	O
25	while	O	O
25	seeking	O	O
25	to	B_intentional	O
25	mend	E_intentional	O
25	fences	O	O
25	with	O	S-TARGET
25	Beijing	O	O
25	.	O	O

26	``	O	O
26	Bush	O	O
26	,	O	O
26	who	O	O
26	arrived	O	O
26	in	O	O
26	China	O	O
26	Thursday	O	O
26	morning	O	O
26	,	O	O
26	said	O	O
26	the	O	O
26	United	O	O
26	States	O	O
26	hoped	O	O
26	for	O	O
26	a	O	O
26	``	O	O
26	peaceful	S_world	O
26	settlement	O	O
26	''	O	O
26	to	O	S-TARGET
26	tensions	O	O
26	between	O	O
26	China	O	O
26	and	O	O
26	Taiwan	O	O
26	and	O	O
26	stressed	O	O
26	Washington	O	O
26	's	O	O
26	policy	S_rules	O
26	on	O	S-TARGET
26	the	O	O
26	island	O	O
26	had	O	O
26	not	O	O
26	altered	O	O
26	.	O	O

27	``	O	O
27	The	O	O
27	position	O	O
27	of	O	O
27	my	O	O
27	government	O	O
27	has	O	O
27	not	O	O
27	changed	O	O
27	over	O	O
27	the	O	O
27	years	O	O
27	,	O	O
27	''	O	O
27	Bush	O	O
27	said	O	O
27	.	O	O

28	``	O	O
28	Bush	O	O
28	reiterated	O	O
28	his	O	O
28	support	S_intentional	O
28	for	O	S-TARGET
28	the	O	O
28	Taiwan	O	O
28	Relations	O	O
28	Act	O	O
28	,	O	O
28	under	O	O
28	which	O	O
28	the	O	O
28	United	O	O
28	States	O	O
28	is	O	O
28	committed	S_rules	O
28	to	O	O
28	providing	O	O
28	the	O	O
28	island	O	O
28	with	O	O
28	the	O	S-TARGET
28	means	S_intentional	O
28	to	O	O
28	defend	O	S-TARGET
28	itself	O	O
28	.	O	O

29	Beijing	O	O
29	has	O	O
29	repeatedly	O	O
29	threatened	O	O
29	to	O	O
29	take	O	O
29	Taiwan	O	O
29	by	O	O
29	force	O	O
29	should	O	O
29	the	O	O
29	island	O	O
29	declare	O	O
29	formal	O	O
29	independence	O	O
29	.	O	O

30	``	O	O
30	We	O	O
30	will	O	O
30	continue	O	O
30	to	O	O
30	show	O	O
30	American	O	O
30	power	O	O
30	and	O	O
30	purpose	O	O
30	in	O	O
30	support	S_intentional	O
30	of	O	O
30	the	O	O
30	Philippines	O	O
30	...	O	S-TARGET
30	Australia	O	O
30	...	O	O
30	and	O	O
30	Thailand	O	O
30	...	O	O
30	America	O	O
30	will	O	O
30	remember	O	O
30	our	O	O
30	commitments	S_rules	O
30	to	O	S-TARGET
30	the	O	O
30	people	O	O
30	on	O	O
30	Taiwan	O	O
30	,	O	O
30	''	O	O
30	he	O	O
30	said	O	O
30	,	O	O
30	without	O	O
30	elaborating	O	O
30	.	O	O

31	Socialist	O	O
31	Party	O	O
31	will	O	O
31	be	O	O
31	represented	O	O
31	in	O	O
31	the	O	O
31	commission	O	O
31	by	O	O
31	five	O	O
31	members	O	O
31	:	O	O
31	Bashkim	O	O
31	Fino	O	O
31	,	O	O
31	Ylli	O	O
31	Bufi	O	O
31	,	O	O
31	Taulant	O	O
31	Dedja	O	O
31	,	O	O
31	Blendi	O	O
31	Klosi	O	O
31	,	O	O
31	and	O	O
31	Durim	O	O
31	Hushi	O	O
31	.	O	O

32	From	O	O
32	the	O	O
32	governing	O	O
32	coalition	O	O
32	``	O	O
32	Alliance	O	O
32	for	O	O
32	State	O	O
32	''	O	O
32	,	O	O
32	the	O	O
32	Social	O	O
32	Democratic	O	O
32	Party	O	O
32	(	O	O
32	SDP	O	O
32	)	O	O
32	will	O	O
32	be	O	O
32	represented	O	O
32	in	O	O
32	the	O	O
32	commission	O	O
32	by	O	O
32	Gaqo	O	O
32	Apostoli	O	O
32	,	O	O
32	Human	O	O
32	Rights	O	O
32	Union	O	O
32	Party	O	O
32	(	O	O
32	PBDNj	O	O
32	)	O	O
32	by	O	O
32	Ligoraq	O	O
32	Karamelo	O	O
32	,	O	O
32	and	O	O
32	the	O	O
32	Agrarian	O	O
32	Party	O	O
32	by	O	O
32	Ndue	O	O
32	Preka	O	O
32	.	O	O

33	Democratic	O	O
33	Party	O	O
33	is	O	O
33	to	B_rules	O
33	be	E_rules	O
33	represented	O	S-TARGET
33	in	O	O
33	the	O	O
33	commission	O	O
33	by	O	O
33	2	O	O
33	members	O	O
33	,	O	O
33	Jemin	O	O
33	Gjana	O	O
33	and	O	O
33	Sokol	O	O
33	Olldashi	O	O
33	,	O	O
33	whereas	O	O
33	New	O	O
33	democratic	O	O
33	Party	O	O
33	will	O	O
33	be	O	O
33	represented	O	O
33	by	O	O
33	Nard	O	O
33	Ndoka	O	O
33	.	O	O

34	Other	O	O
34	parliamentarian	O	O
34	parties	O	O
34	will	O	O
34	have	O	O
34	their	O	O
34	representatives	O	O
34	as	O	O
34	well	O	O
34	.	O	O

35	Soldiers	O	O
35	Unite	O	O
35	To	O	O
35	Defend	O	O
35	Camp	O	O
35	X-Ray	O	O
35	London	O	O
35	Daily	O	O
35	Telegraph	O	O
35	January	O	O
35	25	O	O
35	,	O	O
35	2002	O	O
35	Soldiers	O	O
35	Unite	O	O
35	To	O	O
35	Defend	O	O
35	Camp	O	O
35	X-Ray	O	O
35	American	O	O
35	Marines	O	O
35	are	O	O
35	bruised	O	O
35	by	O	O
35	criticism	O	O
35	of	O	O
35	their	O	O
35	treatment	O	O
35	of	O	O
35	Taliban	O	O
35	and	O	O
35	al-Qa'eda	O	O
35	prisoners	O	O
35	,	O	O
35	reports	O	O
35	Toby	O	O
35	Harnden	O	O
35	in	O	O
35	Guantanamo	O	O
35	Bay	O	O
35	,	O	O
35	Cuba	O	O
35	Before	O	O
35	dawn	O	O
35	,	O	O
35	the	O	O
35	prison	O	O
35	camp	O	O
35	echoes	O	O
35	to	O	O
35	the	O	O
35	voice	O	O
35	of	O	O
35	the	O	O
35	muezzin	O	O
35	as	O	O
35	the	O	O
35	Muslim	O	O
35	inmates	O	O
35	are	O	O
35	called	O	O
35	to	O	O
35	prayer	O	O
35	.	O	O

36	It	O	O
36	is	O	O
36	5.17am	O	O
36	and	O	O
36	Lieut	O	O
36	Abuhena	O	O
36	Mohammad	O	O
36	Saiful-Islam	O	O
36	of	O	O
36	the	O	O
36	US	O	O
36	navy	O	O
36	is	O	O
36	performing	O	O
36	his	O	O
36	first	O	O
36	duty	O	O
36	as	O	O
36	Camp	O	O
36	X-Ray	O	O
36	's	O	O
36	chaplin	O	O
36	and	O	O
36	imam	O	O
36	.	O	O

37	``	O	O
37	I	O	O
37	bear	O	O
37	witness	O	O
37	that	O	O
37	Mohammed	O	O
37	is	O	O
37	his	O	O
37	messenger	O	O
37	.	O	O

38	Come	O	O
38	to	O	O
38	pray	O	O
38	,	O	O
38	come	O	O
38	to	O	O
38	success	O	O
38	.	O	O

39	``	O	O
39	The	O	O
39	detainees	O	O
39	recite	O	O
39	the	O	O
39	Koran	O	O
39	together	O	O
39	,	O	O
39	the	O	O
39	first	O	O
39	of	O	O
39	the	O	O
39	day	O	O
39	's	O	O
39	five	O	O
39	prayer	O	O
39	sessions	O	O
39	.	O	O

40	By	O	O
40	mid-morning	O	O
40	,	O	O
40	they	O	O
40	are	O	O
40	lounging	O	O
40	on	O	O
40	mats	O	O
40	on	O	O
40	the	O	O
40	concrete	O	O
40	floors	O	O
40	of	O	O
40	their	O	O
40	8ft-square	O	O
40	cages	O	O
40	,	O	O
40	the	O	O
40	blistering	O	O
40	sun	O	O
40	beating	O	O
40	on	O	O
40	the	O	O
40	tin	O	O
40	roofs	O	O
40	.	O	O

41	Some	O	O
41	hang	O	O
41	their	O	O
41	towels	O	O
41	out	O	O
41	to	O	O
41	dry	O	O
41	in	O	O
41	the	O	O
41	breeze	O	O
41	.	O	O

42	A	O	O
42	few	O	O
42	call	O	O
42	to	O	O
42	each	O	O
42	other	O	O
42	.	O	O

43	Others	O	O
43	stand	O	O
43	or	O	O
43	pace	O	O
43	around	O	O
43	before	O	O
43	slumping	O	O
43	again	O	O
43	.	O	O

44	A	O	O
44	Humvee	O	O
44	moves	O	O
44	slowly	O	O
44	around	O	O
44	the	O	O
44	perimeter	O	O
44	as	O	O
44	US	O	O
44	Marines	O	O
44	,	O	O
44	M16	O	O
44	assault	O	O
44	rifles	O	S-TARGET
44	at	O	O
44	the	O	O
44	ready	S_intentional	O
44	,	O	O
44	stand	O	O
44	guard	O	O
44	.	O	O

45	From	O	O
45	seven	O	O
45	wooden	O	O
45	watchtowers	O	O
45	,	O	O
45	guards	O	O
45	train	O	O
45	their	O	O
45	weapons	O	O
45	on	O	O
45	the	O	O
45	captured	O	O
45	Taliban	O	O
45	and	O	O
45	al-Qa'eda	O	O
45	fighters	O	O
45	,	O	O
45	who	O	O
45	are	O	O
45	clad	O	O
45	in	O	O
45	orange	O	O
45	jump	O	O
45	suits	O	O
45	.	O	O

46	This	O	O
46	is	O	O
46	Guantanamo	O	O
46	Bay	O	O
46	,	O	O
46	a	O	O
46	sleepy	O	O
46	and	O	O
46	almost	O	O
46	forgotten	O	O
46	American	O	O
46	outpost	O	O
46	of	O	O
46	45	O	O
46	square	O	O
46	miles	O	O
46	on	O	O
46	the	O	O
46	eastern	O	O
46	coast	O	O
46	of	O	O
46	Cuba	O	O
46	.	O	O

47	Seized	O	O
47	by	O	O
47	646	O	O
47	Marines	O	O
47	in	O	O
47	whaling	O	O
47	boats	O	O
47	in	O	O
47	1898	O	O
47	during	O	O
47	the	O	O
47	Spanish-American	O	O
47	War	O	O
47	,	O	O
47	it	O	O
47	has	O	O
47	been	O	O
47	in	O	O
47	US	O	O
47	hands	O	O
47	ever	O	O
47	since	O	O
47	-	O	O
47	Gitmo	O	O
47	,	O	O
47	for	O	O
47	short	O	O
47	,	O	O
47	or	O	O
47	the	O	O
47	Pearl	O	O
47	of	O	O
47	the	O	O
47	Caribbean	O	O
47	for	O	O
47	those	O	O
47	soldiers	O	O
47	with	O	O
47	a	O	O
47	sense	O	O
47	of	O	O
47	humour	O	O
47	.	O	O

48	On	O	O
48	entering	O	O
48	Camp	O	O
48	X-Ray	O	O
48	,	O	O
48	one	O	O
48	inmate	O	O
48	vowed	O	O
48	to	O	O
48	kill	O	O
48	an	O	O
48	American	O	O
48	before	O	O
48	he	O	O
48	left	O	O
48	.	O	O

49	Another	O	O
49	detainee	O	O
49	bit	O	O
49	a	O	O
49	guard	O	O
49	trying	O	O
49	to	O	O
49	subdue	O	O
49	him	O	O
49	and	O	O
49	,	O	O
49	two	O	O
49	days	O	O
49	ago	O	O
49	,	O	O
49	another	O	O
49	spat	O	O
49	on	O	O
49	a	O	O
49	military	O	O
49	policeman	O	O
49	.	O	O

50	Such	O	O
50	incidents	O	O
50	have	O	O
50	been	O	O
50	rare	O	O
50	,	O	O
50	however	O	O
50	,	O	O
50	and	O	O
50	most	O	O
50	of	O	O
50	the	O	O
50	camp	O	O
50	's	O	O
50	158	O	O
50	Muslim	O	O
50	fanatics	O	O
50	are	O	O
50	compliant	O	O
50	,	O	O
50	the	O	O
50	guards	O	O
50	say	O	O
50	.	O	O

51	``	O	O
51	They	O	O
51	're	O	O
51	just	O	O
51	chilling	O	O
51	out	O	O
51	,	O	O
51	that	O	O
51	's	O	O
51	exactly	O	O
51	what	O	O
51	they	O	O
51	're	O	O
51	doing	O	O
51	,	O	O
51	''	O	O
51	said	O	O
51	Staff	O	O
51	Sgt	O	O
51	Chuck	O	O
51	Albrecht	O	O
51	.	O	O

52	``	O	O
52	Our	O	O
52	guys	O	O
52	are	O	O
52	pretty	O	O
52	dirty	O	O
52	.	O	O

53	They	O	O
53	get	O	O
53	granola	O	O
53	bars	O	O
53	,	O	O
53	a	O	O
53	box	O	O
53	of	O	O
53	apple	O	O
53	jacks	O	O
53	and	O	O
53	fresh	O	O
53	fruit	O	O
53	.	O	O

54	``	O	O
54	Like	O	O
54	most	O	O
54	Marines	O	O
54	and	O	O
54	MPs	O	O
54	making	O	O
54	up	O	O
