sentence_id	token	gold_modal	head
4	cages	O	O
4	named	O	O
4	detention	O	O
4	centres	O	O
4	and	O	O
4	it	O	O
4	is	O	O
4	refusing	O	O
4	to	O	O
4	identify	O	O
4	them	O	O
4	as	O	O
4	prisoners	O	O
4	of	O	O
4	war	O	O
4	.	O	O

5	This	O	O
5	is	O	O
5	another	O	O
5	example	O	O
5	of	O	O
5	human	O	O
5	rights	S-priority	S-TARGET
5	violations	S-priority	O
5	in	O	O
5	America	O	O
5	.	O	O

6	Only	O	O
6	after	O	O
6	the	O	O
6	extensive	O	O
6	protest	O	O
6	of	O	O
6	the	O	O
6	world	O	O
6	[	O	O
6	media	O	O
6	]	O	O
6	and	O	O
6	the	O	O
6	human	O	S-TARGET
6	rights	S-priority	O
6	organizations	O	O
6	,	O	O
6	the	O	O
6	American	O	O
6	administration	O	O
6	was	O	O
6	compelled	O	O
6	to	O	O
6	partially	O	O
6	recognize	O	O
6	this	O	O
6	right	O	O
6	.	O	O

7	The	O	O
7	most	O	O
7	interesting	O	O
7	point	O	O
7	is	O	O
7	that	O	O
7	America	O	O
7	has	O	O
7	been	O	O
7	expelled	O	O
7	from	O	O
7	membership	O	O
7	of	O	O
7	the	O	O
7	international	O	O
7	human	O	S-TARGET
7	rights	S-priority	O
7	organization	O	O
7	,	O	O
7	because	O	O
7	of	O	O
7	its	O	O
7	repeated	O	O
7	violation	S-priority	O
7	of	O	S-TARGET
7	human	O	O
7	rights	S-priority	O
7	.	O	O

8	The	O	O
8	American	O	O
8	administration	O	O
8	,	O	O
8	during	O	O
8	Bush	O	O
8	's	O	O
8	presidency	O	O
8	in	O	O
8	particular	O	O
8	,	O	O
8	has	O	O
8	adopted	O	O
8	unilateral	O	O
8	policies	O	O
8	over	O	O
8	such	O	O
8	international	O	O
8	issues	O	O
8	as	O	O
8	the	O	O
8	reduction	O	O
8	of	O	O
8	strategic	S-priority	O
8	arms	O	S-TARGET
8	,	O	O
8	environmental	O	O
8	concerns	O	O
8	including	O	O
8	the	O	O
8	Kyoto	O	O
8	protocol	O	O
8	,	O	O
8	proposal	O	O
8	to	O	O
8	set	O	O
8	up	O	O
8	an	O	O
8	international	O	O
8	criminal	O	O
8	court	O	O
8	and	O	O
8	lately	O	O
8	over	O	O
8	the	O	O
8	fight	O	O
8	against	O	O
8	terrorism	O	O
8	.	O	O

9	The	O	O
9	State	O	O
9	Department	O	O
9	's	O	O
9	current	O	O
9	expression	O	O
9	of	O	O
9	view	O	O
9	on	O	O
9	human	O	S-TARGET
9	rights	S-priority	O
9	records	O	O
9	of	O	O
9	other	O	O
9	countries	O	O
9	is	O	O
9	in	O	O
9	fact	O	O
9	the	O	O
9	continuation	O	O
9	of	O	O
9	the	O	O
9	same	O	O
9	unilateral	O	O
9	policy	O	O
9	pursued	O	O
9	by	O	O
9	the	O	O
9	American	O	O
9	administration	O	O
9	.	O	O

10	That	O	O
10	is	O	O
10	,	O	O
10	American	O	O
10	administration	O	O
10	assumes	O	O
10	the	O	O
10	right	S-priority	O
10	to	O	O
10	interfere	O	S-TARGET
10	in	O	O
10	all	O	O
10	international	O	O
10	issues	O	O
10	and	O	O
10	internal	O	O
10	affairs	O	O
10	of	O	O
10	other	O	O
10	countries	O	O
10	,	O	O
10	but	O	O
10	itself	O	O
10	does	O	O
10	not	O	O
10	care	O	O
10	about	O	O
10	the	O	O
10	concern	O	O
10	of	O	O
10	the	O	O
10	global	O	O
10	community	O	O
10	vis-a-vis	O	O
10	the	O	O
10	American	O	O
10	policies	O	O
10	which	O	O
10	at	O	O
10	times	O	O
10	influence	O	O
10	a	O	O
10	large	O	O
10	part	O	O
10	of	O	O
10	the	O	O
10	world	O	O
10	.	O	O

11	It	O	O
11	is	O	O
11	a	O	O
11	human	O	O
11	virtue	O	O
11	to	O	O
11	express	O	O
11	concern	O	O
11	on	O	O
11	human	O	S-TARGET
11	rights	S-priority	O
11	issues	O	O
11	in	O	O
11	the	O	O
11	world	O	O
11	,	O	O
11	but	O	O
11	the	O	O
11	American	O	O
11	authorities	O	O
11	-	O	O
11	after	O	O
11	massacring	O	O
11	thousands	O	O
11	of	O	O
11	innocent	S-priority	O
11	people	O	S-TARGET
11	in	O	O
11	Afghanistan	O	O
11	under	O	O
11	the	O	O
11	excuse	O	O
11	of	O	O
11	fighting	O	O
11	terrorism	O	O
11	which	O	O
11	is	O	O
11	still	O	O
11	continuing	O	O
11	-	O	O
11	can	S-plausibility	O
11	not	O	O
11	expect	O	S-TARGET
11	the	O	O
11	people	O	O
11	of	O	O
11	the	O	O
11	world	O	O
11	to	O	O
11	take	O	O
11	seriously	O	O
11	the	O	O
11	annual	O	O
11	report	O	O
11	issued	O	O
11	by	O	O
11	their	O	O
11	Department	O	O
11	of	O	O
11	State	O	O
11	on	O	O
11	human	O	O
11	rights	S-priority	O
11	.	O	O

12	Buenos	O	O
12	Aires	O	O
12	,	O	O
12	22	O	O
12	April	O	O
12	(	O	O
12	Telam	O	O
12	)	O	O
12	--	O	O
12	Justicialist	O	O
12	Deputy	O	O
12	Jose	O	O
12	Manuel	O	O
12	Diaz	O	O
12	Bancalari	O	O
12	said	O	O
12	today	O	O
12	that	O	O
12	the	O	O
12	IMF	O	O
12	``	O	O
12	is	O	O
12	seeking	O	O
12	to	O	O
12	create	O	O
12	an	O	O
12	uncontrollable	O	O
12	social	O	O
12	situation	O	O
12	''	O	O
12	with	O	O
12	the	O	O
12	demands	O	O
12	it	O	O
12	has	O	O
12	made	O	O
12	of	O	O
12	the	O	O
12	government	O	O
12	and	O	O
12	,	O	O
12	on	O	O
12	the	O	O
12	other	O	O
12	hand	O	O
12	,	O	O
12	he	O	O
12	confirmed	O	O
12	the	O	O
12	PJ	O	O
12	[	O	O
12	Justicialist	O	O
12	Party	O	O
12	]	O	O
12	bloc	O	O
12	's	O	O
12	willingness	O	O
12	to	O	O
12	support	O	O
12	approval	S-priority	O
12	of	O	O
12	the	O	O
12	draft	O	O
12	law	O	O
12	on	O	S-TARGET
12	bonds	O	O
12	submitted	O	O
12	by	O	O
12	the	O	O
12	executive	O	O
12	branch	O	O
12	.	O	O

13	Analyzing	O	O
13	the	O	O
13	IMF	O	O
13	's	O	O
13	responsibility	O	O
13	in	O	O
13	the	O	O
13	complex	O	O
13	crisis	O	O
13	the	O	O
13	country	O	O
13	is	O	O
13	experiencing	O	O
13	,	O	O
13	Diaz	O	O
13	Bancalari	O	O
13	stated	O	O
13	his	O	O
13	impression	O	O
13	that	O	O
13	``	O	O
13	the	O	O
13	IMF	O	O
13	members	O	O
13	want	O	O
13	more	O	O
13	money	O	O
13	for	O	O
13	themselves	O	O
13	,	O	O
13	''	O	O
13	without	O	O
13	admitting	O	O
13	``	O	O
13	any	O	O
13	degree	O	O
13	of	O	O
13	co-responsibility	O	O
13	their	O	O
13	managers	O	O
13	have	O	O
13	had	O	O
13	in	O	O
13	the	O	O
13	things	O	O
13	that	O	O
13	have	O	O
13	happened	O	O
13	in	O	O
13	Argentina	O	O
13	.	O	O

14	``	O	O
14	He	O	O
14	believes	O	O
14	that	O	O
14	``	O	O
14	in	O	O
14	any	O	O
14	negotiation	O	O
14	there	O	O
14	may	S-plausibility	O
14	be	O	S-TARGET
14	someone	O	O
14	who	O	O
14	tries	O	O
14	to	O	O
14	impose	O	O
14	conditions	O	O
14	by	O	O
14	cheating	O	O
14	''	O	O
14	and	O	O
14	said	O	O
14	that	O	O
14	in	O	O
14	the	O	O
14	case	O	O
14	of	O	O
14	Argentina	O	O
14	,	O	O
14	``	O	O
14	the	O	O
14	cheaters	O	O
14	were	O	O
14	the	O	O
14	IMF	O	O
14	,	O	O
14	''	O	O
14	who	O	O
14	``	O	O
14	praised	O	O
14	the	O	O
14	policies	O	O
14	(	O	O
14	of	O	O
14	the	O	O
14	last	O	O
14	decade	O	O
14	)	O	O
14	and	O	O
14	held	O	O
14	them	O	O
14	up	O	O
14	as	O	O
14	an	O	O
14	example	O	O
14	''	O	O
14	and	O	O
14	now	O	O
14	``	O	O
14	they	O	O
14	can	S-plausibility	O
14	not	O	O
14	tell	O	S-TARGET
14	us	O	O
14	that	O	O
14	they	O	O
14	did	O	O
14	not	O	O
14	know	O	O
14	what	O	O
14	was	O	O
14	going	O	O
14	on	O	O
14	.	O	O

15	``	O	O
15	``	O	O
15	I	O	O
15	think	O	O
15	there	O	O
15	must	S-priority	O
15	be	O	O
15	reasonable	S-priority	O
15	things	O	S-TARGET
15	''	O	O
15	in	O	S-TARGET
15	the	O	O
15	agreement	O	O
15	the	O	O
15	country	O	O
15	reaches	O	O
15	with	O	O
15	the	O	O
15	IMF	O	O
15	,	O	O
15	Diaz	O	O
15	Bancalari	O	O
15	said	O	O
15	,	O	O
15	and	O	O
15	then	O	O
15	he	O	O
15	asserted	O	O
15	that	O	O
15	``	O	O
15	Argentina	O	O
15	is	O	O
15	a	O	O
15	country	O	O
15	in	O	O
15	which	O	O
15	one	O	O
15	can	S-plausibility	O
15	do	O	S-TARGET
15	good	S-plausibility	O
15	business	O	S-TARGET
15	,	O	O
15	but	O	O
15	what	O	O
15	they	O	O
15	must	S-priority	O
15	know	O	O
15	is	O	S-TARGET
15	that	O	O
15	there	O	O
15	is	O	O
15	no	O	O
15	more	O	O
15	room	O	O
15	for	O	O
15	shady	S-priority	O
15	deals	O	O
15	.	O	O

16	``	O	O
16	At	O	O
16	the	O	O
16	same	O	O
16	time	O	O
16	,	O	O
16	he	O	O
16	admitted	O	O
16	the	O	O
16	political	O	O
16	leadership	O	O
16	's	O	O
16	``	O	O
16	own	O	O
16	mistakes	O	O
16	''	O	O
16	and	O	O
16	those	O	O
16	of	O	O
16	his	O	O
16	party	O	O
16	in	O	O
16	particular	O	O
16	,	O	O
16	acknowledging	O	O
16	the	O	O
16	existence	O	O
16	of	O	O
16	a	O	O
16	``	O	O
16	certain	O	O
16	political	O	O
16	vision	O	O
16	that	O	O
16	is	O	O
16	infiltrating	O	O
16	Peronism	O	O
16	,	O	O
16	which	O	O
16	is	O	O
16	a	O	O
16	liberal	O	O
16	vision	O	O
16	.	O	O

17	Regarding	O	O
17	the	O	O
17	draft	O	O
17	law	S-priority	O
17	from	O	O
17	the	O	O
17	executive	O	O
17	branch	O	O
17	on	O	O
17	swapping	O	O
17	bonds	O	O
17	for	O	O
17	fixed-term	O	S-TARGET
17	deposits	O	O
17	,	O	O
17	he	O	O
17	believes	O	O
17	that	O	O
17	if	O	O
17	the	O	O
17	Senate	O	O
17	``	O	O
17	debates	O	O
17	and	O	O
17	approves	O	O
17	it	O	O
17	today	O	O
17	''	O	O
17	the	O	O
17	deputies	O	O
17	can	S-plausibility	O
17	``	O	O
17	debate	O	S-TARGET
17	the	O	O
17	issue	O	O
17	tomorrow	O	O
17	and	O	O
17	pass	O	O
17	it	O	O
17	,	O	O
17	so	O	O
17	that	O	O
17	on	O	O
17	Wednesday	O	O
17	[	O	O
17	24	O	O
17	April	O	O
17	]	O	O
17	the	O	O
17	financial	O	O
17	system	O	O
17	would	S-plausibility	O
17	be	O	O
17	open	O	S-TARGET
17	.	O	O

18	``	O	O
18	Although	O	O
18	he	O	O
18	confirmed	O	O
18	the	O	O
18	PJ	O	O
18	bloc	O	O
18	's	O	O
18	support	O	O
18	for	O	O
18	the	O	O
18	work	O	O
18	of	O	O
18	President	O	O
18	[	O	O
18	Eduardo	O	O
18	]	O	O
18	Duhalde	O	O
18	,	O	O
18	Diaz	O	O
18	Bancalari	O	O
18	expressed	O	O
18	his	O	O
18	surprise	O	O
18	at	O	O
18	``	O	O
18	the	O	O
18	statements	O	O
18	by	O	O
18	some	O	O
18	government	O	O
18	officials	O	O
18	in	O	O
18	which	O	O
18	they	O	O
18	want	O	O
18	to	O	O
18	make	O	O
18	it	O	O
18	seem	O	O
18	that	O	O
18	there	O	O
18	is	O	O
18	no	O	O
18	will	S-priority	O
18	to	O	O
18	discuss	O	S-TARGET
18	it	O	O
18	in	O	O
18	our	O	O
18	circles	O	O
18	.	O	O

19	``	O	O
19	However	O	O
19	,	O	O
19	he	O	O
19	clarified	O	O
19	that	O	O
19	the	O	O
19	willingness	S-priority	O
19	to	O	O
19	deal	O	S-TARGET
19	quickly	O	O
19	with	O	O
19	the	O	O
19	draft	O	O
19	law	O	O
19	``	O	O
19	does	O	O
19	not	O	O
19	mean	O	O
19	a	O	O
19	desire	S-priority	O
19	to	O	O
19	approve	O	S-TARGET
19	it	O	O
19	,	O	O
19	because	O	O
19	discussing	O	S-TARGET
19	it	O	O
19	in	O	O
19	the	O	O
19	abstract	O	O
19	is	O	O
19	not	O	O
19	very	O	O
19	responsible	S-priority	O
19	.	O	O

20	``	O	O
20	The	O	O
20	deputy	O	O
20	stressed	O	O
20	the	O	O
20	value	O	O
20	of	O	O
20	the	O	O
20	bonds	O	O
20	the	O	O
20	government	O	O
20	will	O	O
20	issue	O	O
20	for	O	O
20	the	O	O
20	depositors	O	O
20	,	O	O
20	asking	O	O
20	who	O	O
20	would	S-plausibility	O
20	want	O	S-TARGET
20	``	O	O
20	certificates	O	O
20	of	O	O
20	deposit	O	O
20	in	O	O
20	bankrupt	O	O
20	banks	O	O
20	''	O	O
20	and	O	O
20	saying	O	O
20	that	O	O
20	instead	O	O
20	,	O	O
20	``	O	O
20	however	O	O
20	we	O	O
20	move	O	O
20	forward	O	O
20	into	O	O
20	the	O	O
20	future	O	O
20	,	O	O
20	there	O	O
20	will	O	O
20	always	O	O
20	be	O	O
20	the	O	O
20	state	O	O
20	's	O	O
20	legal	S-priority	O
20	continuity	O	S-TARGET
20	backing	O	O
20	the	O	O
20	obligation	O	O
20	.	O	O

21	TAIPEI	O	O
21	,	O	O
21	Feb	O	O
21	21	O	O
21	(	O	O
21	AFP	O	O
21	)	O	O
21	-	O	O
21	Taiwan	O	O
21	Foreign	O	O
21	Minister	O	O
21	Eugene	O	O
21	Chien	O	O
21	on	O	O
21	Thursday	O	O
21	hailed	O	O
21	US	O	O
21	President	O	O
21	George	O	O
21	W.	O	O
21	Bush	O	O
21	for	O	O
21	not	O	O
21	trading	O	O
21	away	O	O
21	the	O	O
21	island	O	O
21	's	O	O
21	interests	O	O
21	to	O	O
21	Beijing	O	O
21	.	O	O

22	As	O	O
22	to	O	O
22	the	O	O
22	Taiwan	O	O
22	issue	O	O
22	,	O	O
22	Chien	O	O
22	said	O	O
22	:	O	O
22	``	O	O
22	The	O	O
22	press	O	O
22	conference	O	O
22	showed	O	O
22	the	O	O
22	result	S-plausibility	O
22	of	O	S-TARGET
22	the	O	O
22	discussions	O	O
22	entirely	O	O
22	match	O	O
22	our	O	O
22	forecast	O	O
22	...	O	O
22	''	O	O
22	Chien	O	O
22	voiced	O	O
22	his	O	O
22	gratitude	O	O
22	to	O	O
22	Bush	O	O
22	for	O	O
22	``	O	O
22	having	O	O
22	honored	O	O
22	his	O	O
22	commitment	O	O
22	''	O	O
22	he	O	O
22	pledged	O	O
22	to	O	O
22	Taipei	O	O
22	before	O	O
22	his	O	O
22	Asian	O	O
22	trip	O	O
22	,	O	O
22	which	O	O
22	also	O	O
22	took	O	O
22	him	O	O
22	to	O	O
22	Japan	O	O
22	and	O	O
22	South	O	O
22	Korea	O	O
22	.	O	O

23	Taiwan	O	O
23	's	O	O
23	foreign	O	O
23	ministry	O	O
23	spokeswoman	O	O
23	had	O	O
23	said	O	O
23	ahead	O	O
23	of	O	O
23	Bush	O	O
23	's	O	O
23	departure	O	O
23	for	O	O
23	Asia	O	O
23	that	O	O
23	Washington	O	O
23	had	O	O
23	assured	O	O
23	Taipei	O	O
23	its	O	O
23	interests	O	O
23	would	S-plausibility	O
23	not	O	O
23	be	O	O
23	harmed	O	S-TARGET
23	.	O	O

24	Taiwan	O	O
24	's	O	O
24	foreign	O	O
24	ministry	O	O
24	has	O	O
24	set	O	O
24	up	O	O
24	an	O	O
24	ad	O	O
24	hoc	O	O
24	group	O	O
24	to	B-priority	O
24	monitor	E-priority	O
24	the	O	O
24	trip	O	O
24	around-the-clock	O	S-TARGET
24	and	O	O
24	report	O	O
24	to	O	O
24	President	O	O
24	Chen	O	O
24	Shui-bian	O	O
24	.	O	O

25	Taipei	O	O
25	's	O	O
25	de	O	O
25	facto	O	O
25	embassy	O	O
25	in	O	O
25	Washington	O	O
25	has	O	O
25	been	O	O
25	given	O	O
25	a	O	O
25	similar	O	O
25	task	O	O
25	.	O	O

26	``	O	O
26	Bush	O	O
26	,	O	O
26	who	O	O
26	arrived	O	O
26	in	O	O
26	China	O	O
26	Thursday	O	O
26	morning	O	O
26	,	O	O
26	said	O	O
26	the	O	O
26	United	O	O
26	States	O	O
26	hoped	O	O
26	for	O	O
26	a	O	O
26	``	O	O
26	peaceful	S-plausibility	O
26	settlement	O	O
26	''	O	O
26	to	O	S-TARGET
26	tensions	O	O
26	between	O	O
26	China	O	O
26	and	O	O
26	Taiwan	O	O
26	and	O	O
26	stressed	O	O
26	Washington	O	O
26	's	O	O
26	policy	S-priority	O
26	on	O	S-TARGET
26	the	O	O
26	island	O	O
26	had	O	O
26	not	O	O
26	altered	O	O
26	.	O	O

27	``	O	O
27	We	O	O
27	believe	O	O
27	in	O	O
27	the	O	O
27	peaceful	S-plausibility	O
27	settlement	O	S-TARGET
27	of	O	O
27	this	O	O
27	issue	O	O
27	.	O	O

28	``	O	O
28	Bush	O	O
28	reiterated	O	O
28	his	O	O
28	support	S-priority	O
28	for	O	S-TARGET
28	the	O	O
28	Taiwan	O	O
28	Relations	O	O
28	Act	O	O
28	,	O	O
28	under	O	O
28	which	O	O
28	the	O	O
28	United	O	O
28	States	O	O
28	is	O	O
28	committed	O	O
28	to	O	O
28	providing	O	O
28	the	O	O
28	island	O	O
28	with	O	O
28	the	O	S-TARGET
28	means	O	O
28	to	O	O
28	defend	O	S-TARGET
28	itself	O	O
28	.	O	O

29	Beijing	O	O
29	has	O	O
29	repeatedly	O	O
29	threatened	O	O
29	to	O	O
29	take	O	O
29	Taiwan	O	O
29	by	O	O
29	force	O	O
29	should	O	O
29	the	O	O
29	island	O	O
29	declare	O	O
29	formal	O	O
29	independence	O	O
29	.	O	O

30	In	O	O
30	a	O	O
30	speech	O	O
30	to	O	O
30	the	O	O
30	Japanese	O	O
30	Diet	O	O
30	(	O	O
30	parliament	O	O
30	)	O	O
30	on	O	O
30	Tuesday	O	O
30	,	O	O
30	Bush	O	O
30	said	O	O
30	the	O	O
30	US	O	O
30	would	S-plausibility	O
30	continue	O	O
30	to	O	S-TARGET
30	support	S-priority	S-TARGET
30	its	O	O
30	allies	O	O
30	in	O	O
30	the	O	O
30	Asia	O	O
30	Pacific	O	O
30	region	O	O
30	.	O	O

31	``	O	O
31	We	O	O
31	will	O	O
31	continue	O	O
31	to	O	O
31	show	O	O
31	American	O	O
31	power	O	O
31	and	O	O
31	purpose	O	O
31	in	O	O
31	support	S-priority	O
31	of	O	O
31	the	O	O
31	Philippines	O	O
31	...	O	S-TARGET
31	Australia	O	O
31	...	O	O
31	and	O	O
31	Thailand	O	O
31	...	O	O
31	America	O	O
31	will	O	O
31	remember	O	O
31	our	O	O
31	commitments	S-priority	O
31	to	O	S-TARGET
31	the	O	O
31	people	O	O
31	on	O	O
31	Taiwan	O	O
31	,	O	O
31	''	O	O
31	he	O	O
31	said	O	O
31	,	O	O
31	without	O	O
31	elaborating	O	O
31	.	O	O

32	Reference	O	O
32	:	O	O
32	EUP20020521000454	O	O
32	Tirana	O	O
32	ATA	O	O
32	in	O	O
32	English	O	O
32	1929	O	O
32	GMT	O	O
32	21	O	O
32	May	O	O
32	02	O	O
32	DOMESTIC	O	O
32	POLITICAL	O	O
32	LEADER	O	O
32	TIRANA	O	O
32	,	O	O
32	may	O	O
32	21	O	O
32	(	O	O
32	ATA	O	O
32	)	O	O
32	--	O	O
32	Parliamentary	O	O
32	Commission	O	O
32	on	O	O
32	Electoral	O	O
32	Reform	O	O
32	is	O	O
32	now	O	O
32	complete	O	O
32	with	O	O
32	all	O	O
32	members	O	O
32	that	O	O
32	are	S-priority	O
32	to	O	O
32	represent	O	S-TARGET
32	parliamentary	O	O
32	parties	O	O
32	.	O	O

33	From	O	O
33	the	O	O
33	governing	O	O
33	coalition	O	O
33	``	O	O
33	Alliance	O	O
33	for	O	O
33	State	O	O
33	''	O	O
33	,	O	O
33	the	O	O
33	Social	O	O
33	Democratic	O	O
33	Party	O	O
33	(	O	O
33	SDP	O	O
33	)	O	O
33	will	O	O
33	be	O	O
33	represented	O	O
33	in	O	O
33	the	O	O
33	commission	O	O
33	by	O	O
33	Gaqo	O	O
33	Apostoli	O	O
33	,	O	O
33	Human	O	O
33	Rights	O	O
33	Union	O	O
33	Party	O	O
33	(	O	O
33	PBDNj	O	O
33	)	O	O
33	by	O	O
33	Ligoraq	O	O
33	Karamelo	O	O
33	,	O	O
33	and	O	O
33	the	O	O
33	Agrarian	O	O
33	Party	O	O
33	by	O	O
33	Ndue	O	O
33	Preka	O	O
33	.	O	O

34	Democratic	O	O
34	Party	O	O
34	is	O	O
34	to	B-priority	O
34	be	E-priority	O
34	represented	O	S-TARGET
34	in	O	O
34	the	O	O
34	commission	O	O
34	by	O	O
34	2	O	O
34	members	O	O
34	,	O	O
34	Jemin	O	O
34	Gjana	O	O
34	and	O	O
34	Sokol	O	O
34	Olldashi	O	O
34	,	O	O
34	whereas	O	O
34	New	O	O
34	democratic	O	O
34	Party	O	O
34	will	O	O
34	be	O	O
34	represented	O	O
34	by	O	O
34	Nard	O	O
34	Ndoka	O	O
34	.	O	O

35	Other	O	O
35	parliamentarian	O	O
35	parties	O	O
35	will	O	O
35	have	O	O
35	their	O	O
35	representatives	O	O
35	as	O	O
35	well	O	O
35	.	O	O

36	The	O	O
36	joint	O	O
36	majority-opposition	O	O
36	commission	O	O
36	was	O	O
36	completed	O	O
36	yesterday	O	O
36	with	O	O
36	the	O	O
36	presentation	O	O
36	of	O	O
36	5	O	O
36	members	O	O
36	from	O	O
36	the	O	O
36	Socialist	O	O
36	Party	O	O
36	.	O	O

37	Soldiers	O	O
37	Unite	O	O
37	To	O	O
37	Defend	O	O
37	Camp	O	O
37	X-Ray	O	O
37	London	O	O
37	Daily	O	O
37	Telegraph	O	O
37	January	O	O
37	25	O	O
37	,	O	O
37	2002	O	O
37	Soldiers	O	O
37	Unite	O	O
37	To	O	O
37	Defend	O	O
37	Camp	O	O
37	X-Ray	O	O
37	American	O	O
37	Marines	O	O
37	are	O	O
37	bruised	O	O
37	by	O	O
37	criticism	O	O
37	of	O	O
37	their	O	O
37	treatment	O	O
37	of	O	O
37	Taliban	O	O
37	and	O	O
37	al-Qa'eda	O	O
37	prisoners	O	O
37	,	O	O
37	reports	O	O
37	Toby	O	O
37	Harnden	O	O
37	in	O	O
37	Guantanamo	O	O
37	Bay	O	O
37	,	O	O
37	Cuba	O	O
37	Before	O	O
37	dawn	O	O
37	,	O	O
37	the	O	O
37	prison	O	O
37	camp	O	O
37	echoes	O	O
37	to	O	O
37	the	O	O
37	voice	O	O
37	of	O	O
37	the	O	O
37	muezzin	O	O
37	as	O	O
37	the	O	O
37	Muslim	O	O
37	inmates	O	O
37	are	O	O
37	called	O	O
37	to	O	O
37	prayer	O	O
37	.	O	O

38	It	O	O
38	is	O	O
38	5.17am	O	O
38	and	O	O
38	Lieut	O	O
38	Abuhena	O	O
38	Mohammad	O	O
38	Saiful-Islam	O	O
38	of	O	O
38	the	O	O
38	US	O	O
38	navy	O	O
38	is	O	O
38	performing	O	O
38	his	O	O
38	first	O	O
38	duty	O	O
38	as	O	O
38	Camp	O	O
38	X-Ray	O	O
38	's	O	O
38	chaplin	O	O
38	and	O	O
38	imam	O	O
38	.	O	O

39	``	O	O
39	God	O	S-TARGET
39	is	O	O
39	great	S-priority	O
39	,	O	O
39	God	O	S-TARGET
39	is	O	O
39	great	S-priority	O
39	,	O	O
39	''	O	O
39	the	O	O
39	officer	O	O
39	chants	O	O
39	in	O	O
39	Arabic	O	O
39	through	O	O
39	a	O	O
39	loudspeaker	O	O
39	.	O	O

40	``	O	O
40	I	O	O
40	bear	O	O
40	witness	O	O
40	that	O	O
40	Mohammed	O	O
40	is	O	O
40	his	O	O
40	messenger	O	O
40	.	O	O

41	Come	O	O
41	to	O	O
41	pray	O	O
41	,	O	O
41	come	O	O
41	to	O	O
41	success	O	O
41	.	O	O

42	``	O	O
42	The	O	O
42	detainees	O	O
42	recite	O	O
42	the	O	O
42	Koran	O	O
42	together	O	O
42	,	O	O
42	the	O	O
42	first	O	O
42	of	O	O
42	the	O	O
42	day	O	O
42	's	O	O
42	five	O	O
42	prayer	O	O
42	sessions	O	O
42	.	O	O

43	By	O	O
43	mid-morning	O	O
43	,	O	O
43	they	O	O
43	are	O	O
43	lounging	O	O
43	on	O	O
43	mats	O	O
43	on	O	O
43	the	O	O
43	concrete	O	O
43	floors	O	O
43	of	O	O
43	their	O	O
